id,name,level,parent_id,parent_name,path,classification,decision_basis
1-3-1-3,FPGA 设计,4,1-3-1,逻辑芯片设计,半导体产业/集成电路设计/逻辑芯片设计/FPGA 设计,,按芯片功能分类，现场可编程门阵列
1-3-1-4,ASIC 设计,4,1-3-1,逻辑芯片设计,半导体产业/集成电路设计/逻辑芯片设计/ASIC 设计,,按芯片功能分类，专用集成电路
1-3-1-5,SoC 设计,4,1-3-1,逻辑芯片设计,半导体产业/集成电路设计/逻辑芯片设计/SoC 设计,,按芯片功能分类，系统级芯片
1-3-2,存储芯片设计,3,1-3,集成电路设计,半导体产业/集成电路设计/存储芯片设计,,按芯片类型分类
1-3-2-1,DRAM 设计,4,1-3-2,存储芯片设计,半导体产业/集成电路设计/存储芯片设计/DRAM 设计,,按存储技术分类，动态随机存取存储器
1-3-2-2,SRAM 设计,4,1-3-2,存储芯片设计,半导体产业/集成电路设计/存储芯片设计/SRAM 设计,,按存储技术分类，静态随机存取存储器
1-3-2-3,Flash 设计,4,1-3-2,存储芯片设计,半导体产业/集成电路设计/存储芯片设计/Flash 设计,,按存储技术分类，闪存
1-3-2-3-1,NAND Flash 设计,5,1-3-2-3,Flash 设计,半导体产业/集成电路设计/存储芯片设计/Flash 设计/NAND Flash 设计,,按存储单元分类，大容量存储
1-3-2-3-2,NOR Flash 设计,5,1-3-2-3,Flash 设计,半导体产业/集成电路设计/存储芯片设计/Flash 设计/NOR Flash 设计,,按存储单元分类，代码存储
1-3-3,模拟芯片设计,3,1-3,集成电路设计,半导体产业/集成电路设计/模拟芯片设计,,按芯片类型分类
1-3-3-1,电源管理芯片设计,4,1-3-3,模拟芯片设计,半导体产业/集成电路设计/模拟芯片设计/电源管理芯片设计,,按功能分类，PMIC
1-3-3-2,信号链芯片设计,4,1-3-3,模拟芯片设计,半导体产业/集成电路设计/模拟芯片设计/信号链芯片设计,,按功能分类
1-3-3-3,射频芯片设计,4,1-3-3,模拟芯片设计,半导体产业/集成电路设计/模拟芯片设计/射频芯片设计,,按功能分类，RF 芯片
1-3-3-4,数据转换器设计,4,1-3-3,模拟芯片设计,半导体产业/集成电路设计/模拟芯片设计/数据转换器设计,,按功能分类，ADC/DAC
1-3-4,微处理器设计,3,1-3,集成电路设计,半导体产业/集成电路设计/微处理器设计,,按芯片类型分类
1-3-4-1,通用微处理器设计,4,1-3-4,微处理器设计,半导体产业/集成电路设计/微处理器设计/通用微处理器设计,,按应用场景分类
1-3-4-2,嵌入式微处理器设计,4,1-3-4,微处理器设计,半导体产业/集成电路设计/微处理器设计/嵌入式微处理器设计,,按应用场景分类，MCU
1-3-4-3,微控制器设计,4,1-3-4,微处理器设计,半导体产业/集成电路设计/微处理器设计/微控制器设计,,按应用场景分类，MCU
1-3-5,通信芯片设计,3,1-3,集成电路设计,半导体产业/集成电路设计/通信芯片设计,,按芯片类型分类
1-3-5-1,基带芯片设计,4,1-3-5,通信芯片设计,半导体产业/集成电路设计/通信芯片设计/基带芯片设计,,按功能分类
1-3-5-2,射频前端芯片设计,4,1-3-5,通信芯片设计,半导体产业/集成电路设计/通信芯片设计/射频前端芯片设计,,按功能分类
1-3-6,传感器芯片设计,3,1-3,集成电路设计,半导体产业/集成电路设计/传感器芯片设计,,按芯片类型分类
1-3-6-1,图像传感器设计,4,1-3-6,传感器芯片设计,半导体产业/集成电路设计/传感器芯片设计/图像传感器设计,,按传感类型分类，CIS
1-3-6-2,MEMS 传感器设计,4,1-3-6,传感器芯片设计,半导体产业/集成电路设计/传感器芯片设计/MEMS 传感器设计,,按传感类型分类，微机电系统
1-4,集成电路制造,2,1,半导体产业,半导体产业/集成电路制造,,按产业环节分类，晶圆代工
1-4-1,晶圆制造,3,1-4,集成电路制造,半导体产业/集成电路制造/晶圆制造,,按工艺环节分类
1-4-1-1,前道工艺,4,1-4-1,晶圆制造,半导体产业/集成电路制造/晶圆制造/前道工艺,,按工艺阶段分类
1-4-1-1-1,光刻工艺,5,1-4-1-1,前道工艺,半导体产业/集成电路制造/晶圆制造/前道工艺/光刻工艺,,按工艺类型分类
1-4-1-1-2,刻蚀工艺,5,1-4-1-1,前道工艺,半导体产业/集成电路制造/晶圆制造/前道工艺/刻蚀工艺,,按工艺类型分类
1-4-1-1-3,薄膜沉积工艺,5,1-4-1-1,前道工艺,半导体产业/集成电路制造/晶圆制造/前道工艺/薄膜沉积工艺,,按工艺类型分类
1-4-1-1-4,离子注入工艺,5,1-4-1-1,前道工艺,半导体产业/集成电路制造/晶圆制造/前道工艺/离子注入工艺,,按工艺类型分类
1-4-1-1-5,化学机械抛光工艺,5,1-4-1-1,前道工艺,半导体产业/集成电路制造/晶圆制造/前道工艺/化学机械抛光工艺,,按工艺类型分类，CMP
1-4-1-2,后道工艺,4,1-4-1,晶圆制造,半导体产业/集成电路制造/晶圆制造/后道工艺,,按工艺阶段分类
1-4-1-2-1,金属互连工艺,5,1-4-1-2,后道工艺,半导体产业/集成电路制造/晶圆制造/后道工艺/金属互连工艺,,按工艺类型分类
1-4-1-2-2,钝化工艺,5,1-4-1-2,后道工艺,半导体产业/集成电路制造/晶圆制造/后道工艺/钝化工艺,,按工艺类型分类
1-4-1-2-3,晶圆测试工艺,5,1-4-1-2,后道工艺,半导体产业/集成电路制造/晶圆制造/后道工艺/晶圆测试工艺,,按工艺类型分类，CP 测试
1-4-2,制程技术,3,1-4,集成电路制造,半导体产业/集成电路制造/制程技术,,按技术节点分类
1-4-2-1,先进制程,4,1-4-2,制程技术,半导体产业/集成电路制造/制程技术/先进制程,,按技术代际分类
1-4-2-1-1,5 纳米及以下制程,5,1-4-2-1,先进制程,半导体产业/集成电路制造/制程技术/先进制程/5 纳米及以下制程,,按制程节点分类，最先进
1-4-2-1-2,7 纳米制程,5,1-4-2-1,先进制程,半导体产业/集成电路制造/制程技术/先进制程/7 纳米制程,,按制程节点分类
1-4-2-1-3,10 纳米制程,5,1-4-2-1,先进制程,半导体产业/集成电路制造/制程技术/先进制程/10 纳米制程,,按制程节点分类
1-4-2-2,成熟制程,4,1-4-2,制程技术,半导体产业/集成电路制造/制程技术/成熟制程,,按技术代际分类
1-4-2-2-1,14 纳米制程,5,1-4-2-2,成熟制程,半导体产业/集成电路制造/制程技术/成熟制程/14 纳米制程,,按制程节点分类
1-4-2-2-2,28 纳米制程,5,1-4-2-2,成熟制程,半导体产业/集成电路制造/制程技术/成熟制程/28 纳米制程,,按制程节点分类，主流成熟节点
1-4-2-2-3,40 纳米及以上制程,5,1-4-2-2,成熟制程,半导体产业/集成电路制造/制程技术/成熟制程/40 纳米及以上制程,,按制程节点分类
1-4-2-3,特色工艺,4,1-4-2,制程技术,半导体产业/集成电路制造/制程技术/特色工艺,,按技术类型分类
1-4-2-3-1,高压工艺,5,1-4-2-3,特色工艺,半导体产业/集成电路制造/制程技术/特色工艺/高压工艺,,按工艺特点分类
1-4-2-3-2,射频工艺,5,1-4-2-3,特色工艺,半导体产业/集成电路制造/制程技术/特色工艺/射频工艺,,按工艺特点分类
1-4-2-3-3,嵌入式存储工艺,5,1-4-2-3,特色工艺,半导体产业/集成电路制造/制程技术/特色工艺/嵌入式存储工艺,,按工艺特点分类
1-5,集成电路封装测试,2,1,半导体产业,半导体产业/集成电路封装测试,,按产业环节分类
1-5-1,封装技术,3,1-5,集成电路封装测试,半导体产业/集成电路封装测试/封装技术,,按技术类型分类
1-5-1-1,传统封装,4,1-5-1,封装技术,半导体产业/集成电路封装测试/封装技术/传统封装,,按技术代际分类
1-5-1-1-1,DIP 封装,5,1-5-1-1,传统封装,半导体产业/集成电路封装测试/封装技术/传统封装/DIP 封装,,按封装形式分类，双列直插
1-5-1-1-2,SOP 封装,5,1-5-1-1,传统封装,半导体产业/集成电路封装测试/封装技术/传统封装/SOP 封装,,按封装形式分类，小外形封装
1-5-1-1-3,QFP 封装,5,1-5-1-1,传统封装,半导体产业/集成电路封装测试/封装技术/传统封装/QFP 封装,,按封装形式分类，四方扁平封装
1-5-1-2,先进封装,4,1-5-1,封装技术,半导体产业/集成电路封装测试/封装技术/先进封装,,按技术代际分类
1-5-1-2-1,BGA 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/BGA 封装,,按封装形式分类，球栅阵列
1-5-1-2-2,WLP 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/WLP 封装,,按封装形式分类，晶圆级封装
1-5-1-2-3,SiP 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/SiP 封装,,按封装形式分类，系统级封装
1-5-1-2-4,2.5D 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/2.5D 封装,,按封装维度分类，中介层互联
1-5-1-2-5,3D 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/3D 封装,,按封装维度分类，垂直堆叠
1-5-1-2-6,Chiplet 封装,5,1-5-1-2,先进封装,半导体产业/集成电路封装测试/封装技术/先进封装/Chiplet 封装,,按封装架构分类，小芯片互联
1-5-2,封装材料,3,1-5,集成电路封装测试,半导体产业/集成电路封装测试/封装材料,,按材料类型分类
1-5-2-1,引线框架,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/引线框架,,按材料分类
1-5-2-2,键合丝,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/键合丝,,按材料分类
1-5-2-2-1,金丝,5,1-5-2-2,键合丝,半导体产业/集成电路封装测试/封装材料/键合丝/金丝,,按材料分类
1-5-2-2-2,铜丝,5,1-5-2-2,键合丝,半导体产业/集成电路封装测试/封装材料/键合丝/铜丝,,按材料分类
1-5-2-2-3,铝丝,5,1-5-2-2,键合丝,半导体产业/集成电路封装测试/封装材料/键合丝/铝丝,,按材料分类
1-5-2-3,封装基板,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/封装基板,,按材料分类
1-5-2-4,塑封料,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/塑封料,,按材料分类，环氧模塑料
1-5-2-5,底部填充胶,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/底部填充胶,,按材料分类，Underfill
1-5-2-6,导热界面材料,4,1-5-2,封装材料,半导体产业/集成电路封装测试/封装材料/导热界面材料,,按材料分类，TIM
1-5-3,测试服务,3,1-5,集成电路封装测试,半导体产业/集成电路封装测试/测试服务,,按测试类型分类
1-5-3-1,晶圆测试,4,1-5-3,测试服务,半导体产业/集成电路封装测试/测试服务/晶圆测试,,按测试阶段分类，CP 测试
1-5-3-2,成品测试,4,1-5-3,测试服务,半导体产业/集成电路封装测试/测试服务/成品测试,,按测试阶段分类，FT 测试
1-5-3-3,可靠性测试,4,1-5-3,测试服务,半导体产业/集成电路封装测试/测试服务/可靠性测试,,按测试类型分类
1-5-3-3-1,高温测试,5,1-5-3-3,可靠性测试,半导体产业/集成电路封装测试/测试服务/可靠性测试/高温测试,,按测试条件分类
1-5-3-3-2,低温测试,5,1-5-3-3,可靠性测试,半导体产业/集成电路封装测试/测试服务/可靠性测试/低温测试,,按测试条件分类
1-5-3-3-3,老化测试,5,1-5-3-3,可靠性测试,半导体产业/集成电路封装测试/测试服务/可靠性测试/老化测试,,按测试条件分类
1-5-3-3-4,环境测试,5,1-5-3-3,可靠性测试,半导体产业/集成电路封装测试/测试服务/可靠性测试/环境测试,,按测试条件分类
1-6,分立器件,2,1,半导体产业,半导体产业/分立器件,,按产品类型分类
1-6-1,二极管,3,1-6,分立器件,半导体产业/分立器件/二极管,,按器件类型分类
1-6-1-1,整流二极管,4,1-6-1,二极管,半导体产业/分立器件/二极管/整流二极管,,按功能分类
1-6-1-2,开关二极管,4,1-6-1,二极管,半导体产业/分立器件/二极管/开关二极管,,按功能分类
1-6-1-3,稳压二极管,4,1-6-1,二极管,半导体产业/分立器件/二极管/稳压二极管,,按功能分类，齐纳二极管
1-6-1-4,肖特基二极管,4,1-6-1,二极管,半导体产业/分立器件/二极管/肖特基二极管,,按结构分类
1-6-1-5,发光二极管,4,1-6-1,二极管,半导体产业/分立器件/二极管/发光二极管,,按功能分类，LED
1-6-2,晶体管,3,1-6,分立器件,半导体产业/分立器件/晶体管,,按器件类型分类
1-6-2-1,双极型晶体管,4,1-6-2,晶体管,半导体产业/分立器件/晶体管/双极型晶体管,,按结构分类，BJT
1-6-2-2,场效应晶体管,4,1-6-2,晶体管,半导体产业/分立器件/晶体管/场效应晶体管,,按结构分类，FET
1-6-2-2-1,MOSFET,5,1-6-2-2,场效应晶体管,半导体产业/分立器件/晶体管/场效应晶体管/MOSFET,,按器件类型分类，金属氧化物半导体场效应管
1-6-2-2-2,JFET,5,1-6-2-2,场效应晶体管,半导体产业/分立器件/晶体管/场效应晶体管/JFET,,按器件类型分类，结型场效应管
1-6-2-3,绝缘栅双极晶体管,4,1-6-2,晶体管,半导体产业/分立器件/晶体管/绝缘栅双极晶体管,,按结构分类，IGBT，功率器件
1-6-3,晶闸管,3,1-6,分立器件,半导体产业/分立器件/晶闸管,,按器件类型分类，可控硅
1-6-3-1,单向晶闸管,4,1-6-3,晶闸管,半导体产业/分立器件/晶闸管/单向晶闸管,,按结构分类，SCR
1-6-3-2,双向晶闸管,4,1-6-3,晶闸管,半导体产业/分立器件/晶闸管/双向晶闸管,,按结构分类，TRIAC
1-6-4,功率器件,3,1-6,分立器件,半导体产业/分立器件/功率器件,,按应用领域分类
1-6-4-1,功率二极管,4,1-6-4,功率器件,半导体产业/分立器件/功率器件/功率二极管,,按器件类型分类
1-6-4-2,功率晶体管,4,1-6-4,功率器件,半导体产业/分立器件/功率器件/功率晶体管,,按器件类型分类
1-6-4-3,功率模块,4,1-6-4,功率器件,半导体产业/分立器件/功率器件/功率模块,,按封装形式分类
1-7,光电子器件,2,1,半导体产业,半导体产业/光电子器件,,按产品类型分类
1-7-1,发光器件,3,1-7,光电子器件,半导体产业/光电子器件/发光器件,,按功能分类
1-7-1-1,LED 芯片,4,1-7-1,发光器件,半导体产业/光电子器件/发光器件/LED 芯片,,按器件类型分类
1-7-1-1-1,可见光 LED,5,1-7-1-1,LED 芯片,半导体产业/光电子器件/发光器件/LED 芯片/可见光 LED,,按发光波长分类
1-7-1-1-2,红外 LED,5,1-7-1-1,LED 芯片,半导体产业/光电子器件/发光器件/LED 芯片/红外 LED,,按发光波长分类
1-7-1-1-3,紫外 LED,5,1-7-1-1,LED 芯片,半导体产业/光电子器件/发光器件/LED 芯片/紫外 LED,,按发光波长分类
1-7-1-2,激光二极管,4,1-7-1,发光器件,半导体产业/光电子器件/发光器件/激光二极管,,按器件类型分类，LD
1-7-1-2-1,边发射激光器,5,1-7-1-2,激光二极管,半导体产业/光电子器件/发光器件/激光二极管/边发射激光器,,按发光方式分类，EEL
1-7-1-2-2,面发射激光器,5,1-7-1-2,激光二极管,半导体产业/光电子器件/发光器件/激光二极管/面发射激光器,,按发光方式分类，VCSEL
1-7-2,光探测器件,3,1-7,光电子器件,半导体产业/光电子器件/光探测器件,,按功能分类
1-7-2-1,光电二极管,4,1-7-2,光探测器件,半导体产业/光电子器件/光探测器件/光电二极管,,按器件类型分类，PD
1-7-2-2,光电晶体管,4,1-7-2,光探测器件,半导体产业/光电子器件/光探测器件/光电晶体管,,按器件类型分类
1-7-2-3,雪崩光电二极管,4,1-7-2,光探测器件,半导体产业/光电子器件/光探测器件/雪崩光电二极管,,按器件类型分类，APD
1-7-3,图像传感器,3,1-7,光电子器件,半导体产业/光电子器件/图像传感器,,按功能分类
1-7-3-1,CCD 图像传感器,4,1-7-3,图像传感器,半导体产业/光电子器件/图像传感器/CCD 图像传感器,,按技术类型分类，电荷耦合器件
1-7-3-2,CMOS 图像传感器,4,1-7-3,图像传感器,半导体产业/光电子器件/图像传感器/CMOS 图像传感器,,按技术类型分类，CIS
1-7-4,光通信器件,3,1-7,光电子器件,半导体产业/光电子器件/光通信器件,,按应用领域分类
1-7-4-1,光发射组件,4,1-7-4,光通信器件,半导体产业/光电子器件/光通信器件/光发射组件,,按功能分类，TOSA
1-7-4-2,光接收组件,4,1-7-4,光通信器件,半导体产业/光电子器件/光通信器件/光接收组件,,按功能分类，ROSA
1-7-4-3,光收发组件,4,1-7-4,光通信器件,半导体产业/光电子器件/光通信器件/光收发组件,,按功能分类，BOSA
1-8,半导体应用,2,1,半导体产业,半导体产业/半导体应用,,按应用领域分类
1-8-1,消费电子,3,1-8,半导体应用,半导体产业/半导体应用/消费电子,,按应用领域分类
1-8-1-1,智能手机,4,1-8-1,消费电子,半导体产业/半导体应用/消费电子/智能手机,,按产品类型分类
1-8-1-2,平板电脑,4,1-8-1,消费电子,半导体产业/半导体应用/消费电子/平板电脑,,按产品类型分类
1-8-1-3,可穿戴设备,4,1-8-1,消费电子,半导体产业/半导体应用/消费电子/可穿戴设备,,按产品类型分类
1-8-1-4,智能家居,4,1-8-1,消费电子,半导体产业/半导体应用/消费电子/智能家居,,按产品类型分类
1-8-2,计算机,3,1-8,半导体应用,半导体产业/半导体应用/计算机,,按应用领域分类
1-8-2-1,个人电脑,4,1-8-2,计算机,半导体产业/半导体应用/计算机/个人电脑,,按产品类型分类，PC
1-8-2-2,服务器,4,1-8-2,计算机,半导体产业/半导体应用/计算机/服务器,,按产品类型分类
1-8-2-3,工作站,4,1-8-2,计算机,半导体产业/半导体应用/计算机/工作站,,按产品类型分类
1-8-3,通信设备,3,1-8,半导体应用,半导体产业/半导体应用/通信设备,,按应用领域分类
1-8-3-1,基站设备,4,1-8-3,通信设备,半导体产业/半导体应用/通信设备/基站设备,,按产品类型分类
1-8-3-2,光传输设备,4,1-8-3,通信设备,半导体产业/半导体应用/通信设备/光传输设备,,按产品类型分类
1-8-3-3,网络路由器,4,1-8-3,通信设备,半导体产业/半导体应用/通信设备/网络路由器,,按产品类型分类
1-8-4,汽车电子,3,1-8,半导体应用,半导体产业/半导体应用/汽车电子,,按应用领域分类
1-8-4-1,动力控制系统,4,1-8-4,汽车电子,半导体产业/半导体应用/汽车电子/动力控制系统,,按系统分类
1-8-4-2,车身电子系统,4,1-8-4,汽车电子,半导体产业/半导体应用/汽车电子/车身电子系统,,按系统分类
1-8-4-3,智能驾驶系统,4,1-8-4,汽车电子,半导体产业/半导体应用/汽车电子/智能驾驶系统,,按系统分类，ADAS
1-8-4-4,车载信息娱乐系统,4,1-8-4,汽车电子,半导体产业/半导体应用/汽车电子/车载信息娱乐系统,,按系统分类
1-8-5,工业电子,3,1-8,半导体应用,半导体产业/半导体应用/工业电子,,按应用领域分类
1-8-5-1,工业自动化,4,1-8-5,工业电子,半导体产业/半导体应用/工业电子/工业自动化,,按应用类型分类
1-8-5-2,电力电子,4,1-8-5,工业电子,半导体产业/半导体应用/工业电子/电力电子,,按应用类型分类
1-8-5-3,仪器仪表,4,1-8-5,工业电子,半导体产业/半导体应用/工业电子/仪器仪表,,按应用类型分类
1-8-6,医疗电子,3,1-8,半导体应用,半导体产业/半导体应用/医疗电子,,按应用领域分类
1-8-6-1,医疗影像设备,4,1-8-6,医疗电子,半导体产业/半导体应用/医疗电子/医疗影像设备,,按设备类型分类
1-8-6-2,可穿戴医疗设备,4,1-8-6,医疗电子,半导体产业/半导体应用/医疗电子/可穿戴医疗设备,,按设备类型分类
1-8-6-3,植入式医疗设备,4,1-8-6,医疗电子,半导体产业/半导体应用/医疗电子/植入式医疗设备,,按设备类型分类
1-8-7,人工智能,3,1-8,半导体应用,半导体产业/半导体应用/人工智能,,按应用领域分类
1-8-7-1,AI 加速芯片,4,1-8-7,人工智能,半导体产业/半导体应用/人工智能/AI 加速芯片,,按产品类型分类
1-8-7-2,神经网络处理器,4,1-8-7,人工智能,半导体产业/半导体应用/人工智能/神经网络处理器,,按产品类型分类，NPU
1-8-7-3,边缘 AI 芯片,4,1-8-7,人工智能,半导体产业/半导体应用/人工智能/边缘 AI 芯片,,按产品类型分类
